brand,price,location,date,petrol
Mol,324.0,"Lakitelek, Szikra u. 206/C",2024-01-05,lpg
Mol,324.0,"Barcs, Erkel Ferenc utca hrsz.1931  ",2024-01-05,lpg
Mol,324.0,"Szigetvár, József Attila u. 66.  ",2024-01-05,lpg
Tele-Tank,328.0,"Nagyatád, Berzencei út 0220/33. hrsz.",2024-01-18,lpg
Mol,324.0,"Szalánta, 58. Főút",2024-01-05,lpg
Mol,324.0,"Szentlőrinc, Törökföld u.",2024-01-05,lpg
Mol,324.0,"Letenye, Bajcsy-Zsilinszki Endre u.  38",2024-01-05,lpg
Mol,324.0,"Szentlászló, 066/2 hrsz.  ",2024-01-05,lpg
Mol,324.0,"Pécs, 6.sz.fkl. út (Cserkút)  ",2024-01-05,lpg
Omv,320.9,"Pécs, Siklósi út 45.",2024-01-15,lpg
Mol,324.0,"Pécs, Verseny utca 1.",2024-01-16,lpg
Mobil Petrol,319.9,"Kozármisleny, 57-es és 578-as főút körforgalmában",2024-01-17,lpg
Mol,324.0,"Nagykanizsa, Camping  ",2024-01-05,lpg
Mobil Petrol,319.9,"Nagykanizsa, 7. főút és 74. sz. főút körforgalom",2024-01-17,lpg
Omv,320.9,"Nagykanizsa, Virág Benedek u. 4.",2024-01-15,lpg
Mol,324.0,"Nagykanizsa, Elkerülő út - Garai út 17.",2024-01-05,lpg
Mol,324.0,"Pécs, Pécsváradi út 12.",2024-01-05,lpg
Mol,324.0,"Lenti, Széchenyi tér 3.  ",2024-01-05,lpg
Mol,324.0,"Pécs, Komlói út  ",2024-01-05,lpg
Orlen,326.0,"Galambok, 7-es főút 196km 024/5 hrsz",2023-06-14,lpg
Tele-Tank,324.0,"Magyarszék, külterület 0134/3 hrsz (66-os út mellett)",2024-01-18,lpg
Mol,324.0,"Pécsvárad, 6.sz.fkl.út  ",2024-01-05,lpg
Mol,324.0,"Kaposvár, Kanizsai u. külterület 031/7",2024-01-05,lpg
Tele-Tank,324.0,"Kaposvár, Jutai út 26/a.",2024-01-18,lpg
Mol,324.0,"Kaposvár, Guba Sándor út 3628/28 HRSZ",2024-01-05,lpg
Mol,324.0,"Kaposvár, Füredi út 180.  ",2024-01-05,lpg
Mol,324.0,"Kaposszekcső, 611-es főút 0103/27 hrsz. (Petőfi u.)",2024-01-05,lpg
Mol,324.0,"Kapospula, Rákóczi út 10.  ",2024-01-05,lpg
Avia,324.0,"Dombóvár, Kórház utca 1.",2024-01-18,lpg
Mol,324.0,"Dombóvár, Köztársaság u. 27. (Tüskevár)  ",2024-01-05,lpg
Mol,324.0,"Szentgotthárd, Rábafüzesi út 1.  ",2024-01-05,lpg
Tele-Tank,324.0,"Balatonszentgyörgy, Berzsenyi D. u. 54",2024-01-18,lpg
Mol,324.0,"Szentgotthárd, 8 - as út",2024-01-05,lpg
Shell,400.9,"Balatonkeresztúr, M7 Balatonkeresztúr - dél",2023-01-02,lpg
