"brand","price","location","date","petrol"
"MOL",679,"Budapest VIII, Futó u.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest VIII, Baross u. 5. (Kálvin tér)",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest IX, Haller u. 56.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest VIII, Teleki tér",2023-10-10,"100 octane petrol"
"Avia",668.9,"Budapest IX, Vágóhíd utca 13.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest VIII, Golgota tér (VIII.)",2023-10-10,"100 octane petrol"
"Orlen",659,"Budapest VIII, Orczy út 46-48.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest VIII, Kerepesi út 5-7.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest IX, Könyves Kálmán krt. 18-20",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest IX, Mester u. 89.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest VIII, Könyves Kálmán krt. 76. (Könyves/Kőbányai sarok",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XI, Irinyi út 34-36.",2023-10-10,"100 octane petrol"
"Mobil Petrol",628.9,"Budapest IX, Könyves Kálmán körút 3/b",2023-10-10,"100 octane petrol"
"MOL",676,"Budapest XI, Irinyi u.45. (XI.)",2023-10-10,"100 octane petrol"
"Orlen",659,"Budapest IX, Kvassay Jenő út 3",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest X, Könyves K. krt. 23.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest VIII, Kerepesi út 22.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XI, Prielle Kornélia u. (XI.)",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest IX, Gubacsi u. 27. (IX.)",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest VIII, Hős u. 9. (VIII.)",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XI, Budafoki út 111.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest IX, Üllői út 137.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest IX, Gyáli út 30.",2023-10-10,"100 octane petrol"
"Orlen",659,"Budapest IX, Gyáli út (M5), Ecseri út 9. ",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest X, Üllői út 110-112.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XXI, Weiss Manfréd út 2.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XIV, Kerepesi út 42-46.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XIV, Hungária krt. 116-118.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XI, Tétényi út 2.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIV, Hungária krt.83-85. (XIV.)",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest I, Mészáros u. 56/A.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest IX, Kén u. 1.",2023-10-10,"100 octane petrol"
"Orlen",659,"Budapest XI, Bartók Béla út 105.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest I, Mészáros u. 19.",2023-10-10,"100 octane petrol"
"Orlen",659,"Budapest XIV, Mogyoródi út 22-32.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest VI, Dózsa György út 120.",2023-10-10,"100 octane petrol"
"Other",679,"Budapest X, Kőbányai út 55.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XIV, Hungária krt. 175-177.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XI, Budaörsi út 1. (BAH-csomópont)",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest IX, Gyáli út 38236/441",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XIV, Egressy út 31-35.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XI, Nagyszőlős u. 47-49. (4566/2 hrsz.)",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XI, Budafoki út 209-215.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest I, Alkotás u. 20-24.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XIV, Fogarasi út 56/A.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIII, Váci út 19.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest II, Tölgyfa u. 1-3.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIV, Vágány u. 21. (XIV.)",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest IX, Napfény u. 26. (IX.)",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIV, Róna u. 170. (XIV.)",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest II, Csalogány u. 55.",2023-10-10,"100 octane petrol"
"MOL",680,"Budapest XI, Hunyadi János út 2. (XI.)",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XI, Fehérvári út 166.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XIII, Róbert Károly krt. 64-66.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest X, Kőrösi Csoma Sándor út",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIX, Ady Endre út 22-26.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XI, Szeghalom u.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest IX, Határ út - Soroksári út sarok",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XIX, Üllői út 233.",2023-10-10,"100 octane petrol"
"Other",679,"Budapest XIV, Ógyalla tér 1.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XI, Budaörsi út 112.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XIII, Népfürdő u. 14.",2023-10-10,"100 octane petrol"
"OMV",704.9,"Budapest XI, Balatoni út M1/M7 756/17 hrsz",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XXI, Kossuth L. u. 3. (XXI.) ",2023-10-10,"100 octane petrol"
"Other",679,"Budapest XI, Budaörsi út 126.",2023-10-10,"100 octane petrol"
"Orlen",659,"Budapest XI, Hunyadi J. út",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIII, Pap Károly u. (XIII.)",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XI, Péterhegyi út 54.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest X, Kerepesi út 61.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest II, Szilágyi Erzsébet fasor 51.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XI, Péterhegyi út 66-68. ",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XXI, Védgát utca 47.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XI, Mezőkövesd út 1.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIV, Csömöri út 27/A",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XX, Ady Endre út 67.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XI, Rétköz utca (XI.)",2023-10-10,"100 octane petrol"
"Orlen",659,"Budapest X, Gyömrői út 56-62.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest X, Maglódi út - Jászberényi út sarok",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XII, Istenhegyi u.55. (XII.)",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XIV, Kacsóh Pongrác út 131.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XIII, Béke út 58.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XIV, Tengerszem u. 61-67.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XIII, Váci út 95.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest III, Árpád fejedelem út 103.",2023-10-10,"100 octane petrol"
"Other",645,"Budapest XI, Hunyadi János u. 19. Savoya Park",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest X, Kerepesi út 73.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XIV, Fogarasi út 183.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest X, Sibrik Miklós út 30.",2023-10-10,"100 octane petrol"
"Other",642.9,"Budapest X, Sibrik-Gyömrői sarok",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIX, Nagykőrösi út (XIX.) 88.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XIV, Füredi út 63.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XX, Nagykőrösi út 185",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest II, Szilágyi E. fasor 125.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XXII, Hajó út, Ártér u. 5.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIX, Üllői út 303.",2023-10-10,"100 octane petrol"
"Avia",0,"Budapest X, Keresztúri út 108/a.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XV, Alkotmány út 14-20.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XXI, Szent István út  (XXI.)",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIII, Váci út 178. (XIII.)",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XI, Budaörsi út 118.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XXIII, Helsinki u. 108-112.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XXI, Csepel, Rákóczi Ferenc út 182.",2023-10-10,"100 octane petrol"
"Mobil Petrol",642.9,"Budapest XIX, Citroen utca 2. ",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XI, Balatoni út",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest III, Szentendrei út 100.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest IV, Pozsonyi út 1.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest III, Szentendrei út 59/a",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest III, Mozaik u. 3.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XXI, II. Rákóczi Ferenc út 189.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIX, Puskás F. u. (XIX.)  ",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XIII, Váci út 196.",2023-10-10,"100 octane petrol"
"Mobil Petrol",642.9,"Budapest X, Jászberényi út 53.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest III, Bécsi út 277. A",2023-10-10,"100 octane petrol"
"MOL",679,"Budaörs, Repülőtér (Kinizsi u. 4047/2 hrsz.)",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XXII, Nagytétényi út",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XX, Mártírok útja 281.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XV, Szentmihályi út 148.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XV, Szentmihályi út 131.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest IV, Váci út 16.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budaörs, Kinizsi út 1-3.",2023-10-10,"100 octane petrol"
"OMV",674.9,"Budapest XV, Széchenyi tér 1.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XIX, Méta u. - Zádor s.",2023-10-10,"100 octane petrol"
"Shell",699.9,"Budapest XXII, Nagytétényi út 27.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest III, Gémeskút u. 12.",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XVI, Arany J. u. 106. (XVI.)",2023-10-10,"100 octane petrol"
"MOL",679,"Budapest XVI, Veres Péter út 105-107.(XVI.)",2023-10-10,"100 octane petrol"
